Visitor ID,Date,Response,Rating,Account ID
user-summitps.isi-2812,2018-10-04 08:16:24,,8,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-2840,2018-10-04 08:35:28,,2,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-2946,2018-10-04 08:18:26,,10,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-2953,2018-10-04 08:28:35,,8,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-3057,2018-10-04 08:20:25,,10,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-3064,2018-10-04 08:19:45,,5,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-3077,2018-10-04 08:35:00,,0,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-3082,2018-10-04 08:00:49,,5,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-3088,2018-10-04 08:53:51,,2,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-3243,2018-10-04 08:38:47,,9,summitps.isi::9999999-Summit Public Schools
user-summitps.isi-474,2018-10-04 08:47:22,,5,summitps.isi::9999999-Summit Public Schools
user-summitwa.live-109,2018-10-04 08:21:12,,5,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-176,2018-10-04 08:27:39,,5,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-295,2018-10-04 08:57:55,,10,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-296,2018-10-04 08:35:29,It's interface is not very userfriendly or intuitive. ,2,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-298,2018-10-04 08:29:01,,9,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-378,2018-10-04 08:24:28,"this system is very time consuming and has added many extra steps to my work load
",0,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-428,2018-10-04 08:21:51,,6,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-430,2018-10-04 08:14:18,,7,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-434,2018-10-04 08:18:13,,4,summitwa.live::9999999-Summit Public Schools
user-summitwa.live-444,2018-10-04 08:27:04,,0,summitwa.live::9999999-Summit Public Schools
user-susd12.live-1202,2018-10-04 08:34:49,,10,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-1224,2018-10-04 08:19:53,,10,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-1475,2018-10-04 08:06:12,,10,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-1564,2018-10-04 08:16:56,,4,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-1653,2018-10-04 08:52:40,"It is easy to navigate both for the students and teacher.  The data is easy to read and use during conferences, etc.",9,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-2467,2018-10-04 08:15:04,,9,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-3420,2018-10-04 08:59:45,,5,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-4004,2018-10-04 08:34:46,,4,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-4093,2018-10-04 08:10:32,,9,susd12.live::9999999-Sunnyside Unified School District
user-susd12.live-4499,2018-10-04 08:47:15,Have not have many experience using the system.  But I do like it. ,5,susd12.live::9999999-Sunnyside Unified School District
user-synergy.isi-148,2018-10-04 08:06:54,,10,synergy.isi::1-Synergy Academies
user-synergy.isi-154,2018-10-04 08:09:08,There are many great features.  Hard to create reports,7,synergy.isi::1-Synergy Academies
user-synergy.isi-322,2018-10-04 08:06:42,,9,synergy.isi::1-Synergy Academies
user-synergy.isi-60,2018-10-04 08:04:25,,8,synergy.isi::1-Synergy Academies
user-taosschools.live-144,2018-10-04 08:27:45,,7,taosschools.live::9999999-Taos Municipal Schools
user-therominegroup.live-489,2018-10-04 08:51:38,,7,therominegroup.live::9999999-The Romine Group Inc
user-tooeleschools.live-2270,2018-10-04 08:39:36,,9,tooeleschools.live::9999999-Tooele County School District
user-trotwood.live-1737,2018-10-04 08:26:33,"As I have been asked to use it, the questions are not age/developmentally/academically appropriate for my students.  If trained, I may be able to see a wiser use of the program.  So far, the data has not indicated student learning as much as computer literacy.",2,trotwood.live::9999999-Trotwood-Madison City Schools
user-trotwood.live-2078,2018-10-04 08:35:53,,5,trotwood.live::9999999-Trotwood-Madison City Schools
user-tuscola.ise-2957,2018-10-04 08:32:29,,10,tuscola.ise::9999999-Consortium
user-tustin.dna-11637,2018-10-04 08:40:23,,10,tustin.dna::9999999-TUSTIN District
user-tustin.dna-5246,2018-10-04 08:47:38,,6,tustin.dna::9999999-TUSTIN District
user-tustin.dna-6983,2018-10-04 08:14:41,Illuminate is NOT user friendly.,0,tustin.dna::9999999-TUSTIN District
user-tustin.dna-8877,2018-10-04 08:44:35,,5,tustin.dna::9999999-TUSTIN District
user-twinriversusd.live-1263,2018-10-04 08:34:12,i LOVE ALL THE OPTIONS FOR LOOKING AT AND REVIEWING DATA!,8,twinriversusd.live::9999999-Twin Rivers Unified School District
user-twinriversusd.live-1985,2018-10-04 08:25:20,,10,twinriversusd.live::9999999-Twin Rivers Unified School District
user-twinriversusd.live-2350,2018-10-04 08:53:12,,9,twinriversusd.live::9999999-Twin Rivers Unified School District
user-twinriversusd.live-2393,2018-10-04 08:45:12,,7,twinriversusd.live::9999999-Twin Rivers Unified School District
user-twinriversusd.live-2446,2018-10-04 08:29:46,,5,twinriversusd.live::9999999-Twin Rivers Unified School District
user-uncommonschoolsnj.live-1544,2018-10-04 08:49:38,,9,uncommonschoolsnj.live::9999999-Uncommon Schools New Jersey
user-uncommonschoolsny.live-2786,2018-10-04 08:13:34,,8,uncommonschoolsny.live::9999997-Upstate (Rochester)
user-unitymchs.live-12,2018-10-04 08:18:24,,10,unitymchs.live::9999999-UMCHS District
user-valleycharter.live-119,2018-10-04 08:35:58,,5,valleycharter.live::9999999-Valley Charter School
user-valleycharter.live-34,2018-10-04 08:07:30,,10,valleycharter.live::9999999-Valley Charter School
user-valorcollegiate.live-400,2018-10-04 08:38:17,,10,valorcollegiate.live::9999999-Valor Collegiate Academies
user-vesd.isi-1077,2018-10-04 08:58:21,,10,vesd.isi::9999999-District Office
user-vesd.isi-1129,2018-10-04 08:21:52,,10,vesd.isi::9999999-District Office
user-vesd.isi-1145,2018-10-04 08:26:44,,7,vesd.isi::9999999-District Office
user-vesd.isi-1166,2018-10-04 08:57:06,It isn't customizable or user-friendly.,2,vesd.isi::9999999-District Office
user-vesd.isi-1183,2018-10-04 08:11:22,Do not like the new version in regards to searching for students names,6,vesd.isi::9999999-District Office
user-vesd.isi-1189,2018-10-04 08:09:59,,8,vesd.isi::9999999-District Office
user-vesd.isi-1204,2018-10-04 08:34:50,,0,vesd.isi::9999999-District Office
user-vesd.isi-1205,2018-10-04 08:50:50,,10,vesd.isi::9999999-District Office
user-vesd.isi-1224,2018-10-04 08:54:11,,10,vesd.isi::9999999-District Office
user-vesd.isi-1238,2018-10-04 08:32:34,,10,vesd.isi::9999999-District Office
user-vesd.isi-1239,2018-10-04 08:37:00,,8,vesd.isi::9999999-District Office
user-vesd.isi-1249,2018-10-04 08:44:26,,4,vesd.isi::9999999-District Office
user-vesd.isi-1829,2018-10-04 08:21:03,,7,vesd.isi::9999999-District Office
user-vesd.isi-1835,2018-10-04 08:17:36,The new update has made it harder to use and more frustrating. I would rather use Aeris or any other product at this point.  The reports are harder to generate and use. NOT liking this update at all.,1,vesd.isi::9999999-District Office
user-vesd.isi-1993,2018-10-04 08:51:22,,5,vesd.isi::9999999-District Office
user-vesd.isi-2036,2018-10-04 08:45:42,,10,vesd.isi::9999999-District Office
user-vesd.isi-2111,2018-10-04 08:12:13,,7,vesd.isi::9999999-District Office
user-vesd.isi-2151,2018-10-04 08:56:59,,10,vesd.isi::9999999-District Office
user-vesd.isi-2247,2018-10-04 08:47:03,,9,vesd.isi::9999999-District Office
user-vesd.isi-2256,2018-10-04 08:56:36,,10,vesd.isi::9999999-District Office
user-vesd.isi-2267,2018-10-04 08:14:10,,8,vesd.isi::9999999-District Office
user-vesd.isi-2300,2018-10-04 08:37:04,,8,vesd.isi::9999999-District Office
user-vesd.isi-2305,2018-10-04 08:03:51,,10,vesd.isi::9999999-District Office
user-vesd.isi-2357,2018-10-04 08:49:00,,10,vesd.isi::9999999-District Office
user-vesd.isi-2393,2018-10-04 08:28:39,,10,vesd.isi::9999999-District Office
user-vesd.isi-2465,2018-10-04 08:21:26,it's awesome,10,vesd.isi::9999999-District Office
user-vesd.isi-2472,2018-10-04 08:49:21,,10,vesd.isi::9999999-District Office
user-vesd.isi-762,2018-10-04 08:09:57,,10,vesd.isi::9999999-District Office
user-vesd.isi-772,2018-10-04 08:09:10,,3,vesd.isi::9999999-District Office
user-vesd.isi-790,2018-10-04 08:54:25,,0,vesd.isi::9999999-District Office
user-vesd.isi-818,2018-10-04 08:48:20,I can never find our students information.,0,vesd.isi::9999999-District Office
user-vesd.isi-841,2018-10-04 08:26:01,,5,vesd.isi::9999999-District Office
user-vesd.isi-853,2018-10-04 08:34:22,,0,vesd.isi::9999999-District Office
user-vesd.isi-861,2018-10-04 08:26:14,"I just use it for attendance, report cards, and entering district required scores
",3,vesd.isi::9999999-District Office
user-vesd.isi-909,2018-10-04 08:34:36,,10,vesd.isi::9999999-District Office
user-vesd.isi-927,2018-10-04 08:01:02,This program is not user friendly!  Very hard to navigate!  There are so many better options out there!  ,0,vesd.isi::9999999-District Office
user-vesd.isi-964,2018-10-04 08:37:41,,5,vesd.isi::9999999-District Office
user-vesd.isi-988,2018-10-04 08:49:49,,5,vesd.isi::9999999-District Office
user-vesd.isi-994,2018-10-04 08:28:09,"no comment
",0,vesd.isi::9999999-District Office
user-villagecharter.live-10,2018-10-04 08:06:00,,10,villagecharter.live::9999999-Village Charter District
user-villagecharter.live-16,2018-10-04 08:09:46,,9,villagecharter.live::9999999-Village Charter District
user-vistacollegeprep.live-59,2018-10-04 08:12:59,Great format for understanding data,9,vistacollegeprep.live::9999999-Vista College Prep (District)
user-vlcs.live-255,2018-10-04 08:25:55,,10,vlcs.live::9999999-VLCS District
user-vlcs.live-261,2018-10-04 08:38:55,,10,vlcs.live::9999999-VLCS District
user-vlcs.live-262,2018-10-04 08:26:45,,8,vlcs.live::9999999-VLCS District
user-vlcs.live-284,2018-10-04 08:00:30,x,8,vlcs.live::9999999-VLCS District
user-vlcs.live-313,2018-10-04 08:22:30,,7,vlcs.live::9999999-VLCS District
user-vlcs.live-596,2018-10-04 08:12:58,,9,vlcs.live::9999999-VLCS District
user-voicescharterschool.live-123,2018-10-04 08:47:43,,10,voicescharterschool.live::9999999-Voices Charter School
user-vusd.dna-3462,2018-10-04 08:15:48,,9,vusd.dna::9999999-Visalia Unified
user-vusd.dna-3509,2018-10-04 08:09:08,,10,vusd.dna::9999999-Visalia Unified
user-vusd.dna-3758,2018-10-04 08:11:08,,9,vusd.dna::9999999-Visalia Unified
user-vusd.dna-378,2018-10-04 08:15:31,,10,vusd.dna::9999999-Visalia Unified
user-vusd.dna-4258,2018-10-04 08:23:32,,9,vusd.dna::9999999-Visalia Unified
user-vusd.dna-662,2018-10-04 08:07:36,,5,vusd.dna::9999999-Visalia Unified
user-vusd.dna-782,2018-10-04 08:40:40,"It's great stuff.
",7,vusd.dna::9999999-Visalia Unified
user-walledlake.live-52,2018-10-04 08:18:15,,9,walledlake.live::9999999-Walled Lake Consolidated Schools
user-walnutcreeksd.live-565,2018-10-04 08:38:32,,8,walnutcreeksd.live::9999999-Walnut Creek School District
user-ware.live-942,2018-10-04 08:25:02,,10,ware.live::9999999-Ware County Schools
user-ware.live-996,2018-10-04 08:34:32,,10,ware.live::9999999-Ware County Schools
user-washington.live-576,2018-10-04 08:26:39,,9,washington.live::9999999-Washington Unified School District
user-waynewestland.live-2143,2018-10-04 08:57:14,,9,waynewestland.live::9999999-Wayne-Westland Schools
user-wayzata.live-452,2018-10-04 08:37:04,"I am frustrated that it is taking so long to get a student in the system!  We have been waiting for about 2 weeks.  I'm not sure why it is taking so long but it seems unacceptable to me. Due to the delay, we have missed giving the Fast Bridge assessment to this student.",5,wayzata.live::9999999-Wayzata Public Schools
user-wblas.live-720,2018-10-04 08:20:36,,1,wblas.live::9999999-White Bear Lake Area Schools
user-wbrc.live-1538,2018-10-04 08:46:17,ease of use,7,wbrc.live::9999999-West Branch-Rose City Area School District
user-wbrc.live-1575,2018-10-04 08:23:52,,7,wbrc.live::9999999-West Branch-Rose City Area School District
user-wbrc.live-1585,2018-10-04 08:39:12,,0,wbrc.live::9999999-West Branch-Rose City Area School District
user-wbrc.live-1595,2018-10-04 08:36:54,,0,wbrc.live::9999999-West Branch-Rose City Area School District
user-wbrc.live-3275,2018-10-04 08:15:53,,9,wbrc.live::9999999-West Branch-Rose City Area School District
user-weldre1.live-1717,2018-10-04 08:30:11,,4,weldre1.live::9999999-Weld County School District RE-1
user-wenatchee.live-4016,2018-10-04 08:20:54,,8,wenatchee.live::9999999-Wenatchee School District
user-wenatchee.live-4325,2018-10-04 08:48:35,,0,wenatchee.live::9999999-Wenatchee School District
user-wenatchee.live-5842,2018-10-04 08:05:11,,9,wenatchee.live::9999999-Wenatchee School District
user-westbloomfield.live-704,2018-10-04 08:27:04,,5,westbloomfield.live::9999999-West Bloomfield School District
user-wilsona.live-374,2018-10-04 08:48:39,This site is difficult to navigate and submitting report card grades is a nightmare.,0,wilsona.live::9999999-Wilsona School District
user-winters.live-150,2018-10-04 08:06:49,,5,winters.live::9999999-Winters Joint Unified School District
user-winters.live-150,2018-10-04 08:08:13,I find the new  pop-ups extremely annoying,5,winters.live::9999999-Winters Joint Unified School District
user-winters.live-173,2018-10-04 08:53:54,,7,winters.live::9999999-Winters Joint Unified School District
user-wishcharter.live-143,2018-10-04 08:16:33,,10,wishcharter.live::9999999-WISH Charter
user-wishcharter.live-31,2018-10-04 08:06:45,,10,wishcharter.live::9999999-WISH Charter
user-wishcharter.live-59,2018-10-04 08:22:52,,8,wishcharter.live::9999999-WISH Charter
user-wishcharter.live-80,2018-10-04 08:07:35,,5,wishcharter.live::9999999-WISH Charter
user-wjusd.dna-1149,2018-10-04 08:55:29,I like pulling the reports from Illuminate to show student growth to teachers when we meet to review a student's academic growth.,9,wjusd.dna::9999999-Woodland Joint Unified School District
user-woodlake.dna-177,2018-10-04 08:17:42,,4,woodlake.dna::9999999-Woodlake Unified School District
user-woodlake.dna-37,2018-10-04 08:06:28,,9,woodlake.dna::9999999-Woodlake Unified School District
user-woodlake.dna-469,2018-10-04 08:03:02,,7,woodlake.dna::9999999-Woodlake Unified School District
user-woodlake.dna-472,2018-10-04 08:02:43,,9,woodlake.dna::9999999-Woodlake Unified School District
user-woodlake.dna-79,2018-10-04 08:05:13,,10,woodlake.dna::9999999-Woodlake Unified School District
user-woodlake.dna-805,2018-10-04 08:03:43,It's much easier to use than AERIES.,10,woodlake.dna::9999999-Woodlake Unified School District
user-woodlake.dna-810,2018-10-04 08:01:16,,8,woodlake.dna::9999999-Woodlake Unified School District
user-wps60.live-1941,2018-10-04 08:15:37,,10,wps60.live::9999999-Waukegan Community Unit School District 60
user-wps60.live-3529,2018-10-04 08:12:12,,9,wps60.live::9999999-Waukegan Community Unit School District 60
user-wpusd.live-416,2018-10-04 08:50:40,So not intuitive. ,0,wpusd.live::9999999-Western Placer Unified School District
user-wusd.live-685,2018-10-04 08:24:14,,5,wusd.live::9999999-Washington Unified School District
user-wvusd.live-5966,2018-10-04 08:21:02,,5,wvusd.live::9999999-Walnut Valley Unified School District
user-wvusd.live-6121,2018-10-04 08:40:23,,4,wvusd.live::9999999-Walnut Valley Unified School District
user-wyandotte.live-298,2018-10-04 08:50:05,,10,wyandotte.live::9999999-Wyandotte School District
user-ypics.live-308,2018-10-04 08:43:56,,10,ypics.live::9999999-YPICS
user-ypics.live-320,2018-10-04 08:34:55,,8,ypics.live::9999999-YPICS
user-ypics.live-394,2018-10-04 08:04:07,,8,ypics.live::9999999-YPICS
user-ypics.live-423,2018-10-04 08:22:42,,3,ypics.live::9999999-YPICS
user-ypics.live-436,2018-10-04 08:45:04,it works well,8,ypics.live::9999999-YPICS
user-ypics.live-440,2018-10-04 08:02:46,,7,ypics.live::9999999-YPICS
user-ypics.live-535,2018-10-04 08:48:11,,5,ypics.live::9999999-YPICS
user-ypics.live-623,2018-10-04 08:21:25,,9,ypics.live::9999999-YPICS
user-ypics.live-668,2018-10-04 08:46:28,,10,ypics.live::9999999-YPICS
user-yubacharterschool.live-322,2018-10-04 08:55:10,,8,yubacharterschool.live::9999999-Career Preparatory Charter - District
user-yubacharterschool.live-373,2018-10-04 08:03:24,,8,yubacharterschool.live::9999999-Career Preparatory Charter - District
user-yubacharterschool.live-378,2018-10-04 08:05:45,,10,yubacharterschool.live::9999999-Career Preparatory Charter - District
user-achievementfirst.live-8062,2018-10-04 09:36:40,,8,achievementfirst.live::9999999-Achievement First
user-achievementfirst.live-9452,2018-10-04 09:02:30,,5,achievementfirst.live::9999999-Achievement First
user-acsk.live-71,2018-10-04 09:14:02,,8,acsk.live::9999999-Arlington Community Schools
user-agora.live-980,2018-10-04 09:11:15,,10,agora.live::9999999-Agora Cyber Charter School
user-albemarle.live-2337,2018-10-04 09:05:52,,5,albemarle.live::9999999-Albemarle County Public Schools
user-alhambra.live-1248,2018-10-04 09:21:02,I use is often and find it quite helpful.,10,alhambra.live::9999999-Alhambra Unified School District
user-alisal.live-190,2018-10-04 09:25:11,,5,alisal.live::9999999-Alisal Union School District
user-alisal.live-675,2018-10-04 09:28:01,,7,alisal.live::9999999-Alisal Union School District
user-alisal.live-80,2018-10-04 09:30:19,,7,alisal.live::9999999-Alisal Union School District
user-allegiancesteamacademy.live-94,2018-10-04 09:56:20,,10,allegiancesteamacademy.live::9999999-Allegiance STEAM Academy (District)
user-alphaps.isi-204,2018-10-04 09:06:26,,6,alphaps.isi::9999999-Alpha Public Schools
user-alphaps.isi-223,2018-10-04 09:03:39,,9,alphaps.isi::9999999-Alpha Public Schools
user-alphaps.isi-282,2018-10-04 09:41:41,,0,alphaps.isi::9999999-Alpha Public Schools
user-alsd.isi-692,2018-10-04 09:25:26,,10,alsd.isi::9999999-Alta Loma School District
user-altus.live-303,2018-10-04 09:38:23,,0,altus.live::559-Audeo Charter School II
user-amethod.live-874,2018-10-04 09:08:47,,9,amethod.live::9999999-Amethod Public Schools
user-apsb.live-457,2018-10-04 09:22:23,,0,apsb.live::9999999-Ascension Parish School Board
user-apsb.live-5001,2018-10-04 09:31:49,,3,apsb.live::9999999-Ascension Parish School Board
user-apsb.live-5139,2018-10-04 09:08:03,,0,apsb.live::9999999-Ascension Parish School Board
user-apsb.live-5153,2018-10-04 09:32:07,,0,apsb.live::9999999-Ascension Parish School Board
user-apsb.live-5664,2018-10-04 09:14:53,,10,apsb.live::9999999-Ascension Parish School Board
user-armona.live-36,2018-10-04 09:43:28,,0,armona.live::9999999-Armona Union Elementary School District
user-armona.live-74,2018-10-04 09:36:16,,6,armona.live::9999999-Armona Union Elementary School District
user-artesiaps.live-2,2018-10-04 09:41:56,,10,artesiaps.live::9999999-Artesia Public Schools
user-artsinactioncharter.live-230,2018-10-04 09:01:37,,9,artsinactioncharter.live::9999999-Arts in Action Community Charter School District
user-arusd.live-3314,2018-10-04 09:23:51,,5,arusd.live::9999999-Alum Rock Union Elementary School District
user-ascendlearning.live-3279,2018-10-04 09:17:39,,7,ascendlearning.live::9999999-Ascend Learning
user-ascendlearning.live-3611,2018-10-04 09:52:52,,0,ascendlearning.live::9999999-Ascend Learning
user-ausd.dna-756,2018-10-04 09:50:26,Difficult to view points given for a mixed test/quiz (short answer with m/c) - I have to view 2 different screens to show specific students how they did if I don't want the entire class to see their results.  There are also other suggestions I have to make it more teacher accessible/friendly such as being able to type in answers instead of clicking on the bubbles. Clicking on 100 bubbles for an answer key is quite tedious. I would also like an option to put another picture as a permanent reference button for students (such as your calculator option).,8,ausd.dna::9999999-Arcadia Unified School District
user-avondale.live-764,2018-10-04 09:55:41,,8,avondale.live::9999999-Avondale Schools
user-azusa.live-7,2018-10-04 09:37:42,,10,azusa.live::9999999-Azusa Unified School District
user-azusa.live-731,2018-10-04 09:37:15,,10,azusa.live::9999999-Azusa Unified School District
user-banning.live-10672,2018-10-04 09:13:04,,10,banning.live::13-Banning Unified School District
user-banning.live-10706,2018-10-04 09:08:07,,7,banning.live::13-Banning Unified School District
user-banning.live-10720,2018-10-04 09:22:00,,4,banning.live::13-Banning Unified School District
user-banning.live-10919,2018-10-04 09:09:04,,5,banning.live::13-Banning Unified School District
user-banning.live-10927,2018-10-04 09:10:26,,8,banning.live::13-Banning Unified School District
user-banning.live-10933,2018-10-04 09:36:29,,3,banning.live::13-Banning Unified School District
user-banning.live-10944,2018-10-04 09:23:04,,9,banning.live::13-Banning Unified School District
user-banning.live-1130,2018-10-04 09:05:45,Its very user friendly.,10,banning.live::13-Banning Unified School District
user-banning.live-1134,2018-10-04 09:33:14,,8,banning.live::13-Banning Unified School District
user-banning.live-302,2018-10-04 09:06:33,,8,banning.live::13-Banning Unified School District
user-bassett.live-1703,2018-10-04 09:23:03,,4,bassett.live::9999999-Bassett Unified School District
user-bcsd.live-12740,2018-10-04 09:28:50,,0,bcsd.live::9999999-Bakersfield City School District
user-bcsd.live-12886,2018-10-04 09:40:30,,10,bcsd.live::9999999-Bakersfield City School District
user-bcsd.live-13233,2018-10-04 09:51:47,,10,bcsd.live::9999999-Bakersfield City School District
user-bcsd.live-20260,2018-10-04 09:47:10,,5,bcsd.live::9999999-Bakersfield City School District
user-bcsd.live-20384,2018-10-04 09:02:33,,6,bcsd.live::9999999-Bakersfield City School District
user-beaumont.dna-12429,2018-10-04 09:52:57,,3,beaumont.dna::18-Beaumont Unified School District
user-beaumont.dna-12590,2018-10-04 09:19:20,,4,beaumont.dna::18-Beaumont Unified School District
user-beaumont.dna-12595,2018-10-04 09:25:56,,8,beaumont.dna::18-Beaumont Unified School District
user-beaumont.dna-1798,2018-10-04 09:07:48,,3,beaumont.dna::18-Beaumont Unified School District
user-beaumont.dna-1801,2018-10-04 09:36:09,,10,beaumont.dna::18-Beaumont Unified School District
user-berkeley.dna-12364,2018-10-04 09:59:29,,6,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-12610,2018-10-04 09:45:20,,8,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-12727,2018-10-04 09:03:01,,6,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-12740,2018-10-04 09:25:37,"This is not an intuitive program, it waste time, it is not efficient, it was obviously not designed by current educators. I and several educators are trying our best to have this program removed from our district to use one that is more efficient and effective for students, parents and teachers. ",0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-12777,2018-10-04 09:33:40,,5,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-164,2018-10-04 09:21:18,,7,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-179,2018-10-04 09:59:18,,1,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-273,2018-10-04 09:04:29,,5,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-289,2018-10-04 09:25:18,Slow....not user friendly.,6,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-3033,2018-10-04 09:17:03,,1,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-3236,2018-10-04 09:10:24,,4,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-338,2018-10-04 09:38:09,"Because from what I hear, every time my school and/or district asks you for modifications to your product, you say no.",0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-3641,2018-10-04 09:13:50,"Too many buttons and possibilities.  I am an Illuminate ""power user"" - I am a district leader and have to make reports, assessments, etc.   It is so easy to get lost in Illuminate.  Too many features make it more complicated than needed.  I am constantly dealing with frustrated teachers who need me to help them with even the most basic things.  ",3,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-373,2018-10-04 09:04:14,,4,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-3978,2018-10-04 09:35:47,i find it very hard to navigate. and there is not a working gradebook for second grade teachers in my district.,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4082,2018-10-04 09:22:20,,7,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4101,2018-10-04 09:14:25,,3,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4180,2018-10-04 09:23:23,,1,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4190,2018-10-04 09:59:59,,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4209,2018-10-04 09:28:39,,8,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4223,2018-10-04 09:17:15,,2,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4240,2018-10-04 09:06:28,,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-430,2018-10-04 09:36:43,"this is an impostition
this is a difficult system to master and this pop up is wasting my time when i have so many students to attend to
",0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4482,2018-10-04 09:20:09,too many clicks. not easily navigated or user friendly for teachers. It takes too many steps to do easy tasks. The way the site is organized is not user friendly and does not keep in mind the stakeholders using this website: people who have limited time and jobs where they are not wanting to be on a website for long periods of time to find student information that is not easily found on the site. ,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-4574,2018-10-04 09:00:09,,5,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-547,2018-10-04 09:41:39,,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-565,2018-10-04 09:04:20,It is really hard to get simple information quickly and easily. Like seeing my students grades in all their classes requires me to enter each student's name and click through several screens.,2,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-639,2018-10-04 09:16:50,,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-652,2018-10-04 09:08:45,,5,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-728,2018-10-04 09:42:58,,5,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-731,2018-10-04 09:27:04,,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-753,2018-10-04 09:37:34,erratic and cumbersome,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-821,2018-10-04 09:45:55,,0,berkeley.dna::9999999-Berkeley Unified School District
user-berkeley.dna-829,2018-10-04 09:45:49,"I can't get the program to go to my high school site first...this should be set as a preference...right now I have to land on the elementary site, change it, save it and wait for illuminate to go to my hs site to do my hs attendance. Every second counts in a classroom period, and that wait is unacceptable. Please fix this. ",2,berkeley.dna::9999999-Berkeley Unified School District
user-berrienresa.ise-12324,2018-10-04 09:52:50,,5,berrienresa.ise::11000-Berrien RESA (District)
user-berrienresa.ise-12443,2018-10-04 09:43:53,"I like the way that the paperwork is organized in Illuminate. With the updates, it has been much easier for me to find information on students, and much easier to keep track of due dates for meetings.",9,berrienresa.ise::11300-Niles District
user-berrienresa.ise-12505,2018-10-04 09:24:40,,6,berrienresa.ise::11000-Berrien RESA (District)
user-berrienresa.ise-13970,2018-10-04 09:19:48,,5,berrienresa.ise::11330-Coloma District
user-berrienresa.ise-14057,2018-10-04 09:08:38,I do not find it to be user friendly.  Hard to navigate.,1,berrienresa.ise::11240-Berrien Springs District
user-berrienresa.ise-18251,2018-10-04 09:17:42,,3,berrienresa.ise::11330-Coloma District
user-berrienresa.ise-20254,2018-10-04 09:53:28,,5,berrienresa.ise::11000-Berrien RESA (District)
user-birmingham.live-186,2018-10-04 09:13:37,It is not user friendly.  Very hard to search for and locate tests.,5,birmingham.live::9999999-Birmingham Public Schools
user-bonita.dna-10686,2018-10-04 09:22:24,,7,bonita.dna::1-Bonita School District
