Visitor ID,Date,Rating,Response,Channel
user-rocketship.dna-4190,2021-10-26 11:27:40,2,,In-app
user-romulus.live-1154,2021-10-26 10:28:33,7,,In-app
user-romulus.live-164,2021-10-26 07:11:36,5,,In-app
user-rowlandschools.live-232,2021-10-26 08:00:48,0,,In-app
user-rowlandschools.live-987,2021-10-26 07:10:22,9,,In-app
user-rrps.live-6455,2021-10-26 13:48:47,4,"Item bank is good, but not great.  Complex, but great at getting results.  Troubles securing tests.",In-app
user-rrps.live-6538,2021-10-26 06:14:07,2,It is extremely slow,In-app
user-ruesd.live-508,2021-10-26 10:10:55,10,,In-app
user-ruesd.live-668,2021-10-26 12:25:53,10,"I've been using Illuminate for years to build, assess, and interpret data/student progress. I really think there are many exceptional features and reports and have even used them to train other teachers. Great platform, I definitely drink the Illuminate Kool-aid. ;)",In-app
user-rusd.live-1065,2021-10-26 08:22:38,6,,In-app
user-rusd.live-112,2021-10-26 07:12:16,7,,In-app
user-rusd.live-1358,2021-10-26 21:17:27,10,,In-app
user-rusd.live-1597,2021-10-26 09:40:13,0,too hard to navagate,In-app
user-rusd.live-1627,2021-10-26 06:10:20,0,Not very user friendly.,In-app
user-rusd.live-3243,2021-10-26 12:33:23,7,,In-app
user-rusd.live-342,2021-10-26 10:50:59,10,easy to read and find assessments,In-app
user-rusd.live-3655,2021-10-26 15:34:32,0,not user friendly,In-app
user-rusd.live-743,2021-10-26 08:23:54,10,,In-app
user-rvaschools.live-718,2021-10-26 06:42:33,10,,In-app
user-salinascity.live-1198,2021-10-26 13:12:08,10,,In-app
user-salinascity.live-489,2021-10-26 14:51:39,8,,In-app
user-salinascity.live-622,2021-10-26 19:06:09,8,,In-app
user-salinascity.live-827,2021-10-26 15:10:16,10,,In-app
user-salineschools.live-214,2021-10-26 13:15:23,8,,In-app
user-sancarlos.live-1542,2021-10-26 08:25:37,5,,In-app
user-sancarlos.live-323,2021-10-26 11:32:15,5,,In-app
user-sancarlos.live-361,2021-10-26 11:18:45,1,Too hard to navigate.,In-app
user-sanger.dna-1092,2021-10-26 21:36:04,1,,In-app
user-sanger.dna-2604,2021-10-26 12:37:51,5,,In-app
user-sanilac.ise-100000157,2021-10-26 07:32:20,9,It's the only one I know about,In-app
user-sanilac.ise-100000591,2021-10-26 11:44:05,10,Ease of use.,In-app
user-sanilac.ise-113,2021-10-26 10:32:44,9,I like how it is organized.,In-app
user-sanjose.dna-15326,2021-10-26 23:53:12,7,,In-app
user-sanjose.dna-4344,2021-10-26 15:27:08,8,,In-app
user-sanjose.dna-5006,2021-10-26 07:44:38,7,,In-app
user-sanjuan.live-48194,2021-10-26 10:39:28,10,,In-app
user-sanjuan.live-48504,2021-10-26 09:26:04,8,,In-app
user-sanrafaelcity.live-161,2021-10-26 14:57:16,6,,In-app
user-savsd.live-446,2021-10-26 15:32:31,8,,In-app
user-savsd.live-478,2021-10-26 15:02:14,1,Not very user friendly or intuitive. ,In-app
user-sbcusd.dna-2384,2021-10-26 08:43:30,10,"I use it, I like it",In-app
user-sbpsb.live-1275,2021-10-26 06:23:36,10,,In-app
user-sbpsb.live-711,2021-10-26 06:11:01,5,"Still glitchy. I often get error messages when downloading test booklets no matter what computer or internet I'm connected to. Also, the navigation between assessments and data isn't as self explanatory as it could be.",In-app
user-sccresa.ise-100002066,2021-10-26 10:54:36,6,,In-app
user-sccresa.ise-100002118,2021-10-26 14:42:51,6,,In-app
user-sccresa.ise-100002637,2021-10-26 06:47:10,6,,In-app
user-sccresa.ise-100003390,2021-10-26 12:48:02,8,,In-app
user-sccresa.ise-100003638,2021-10-26 06:49:33,5,,In-app
user-sccresa.ise-260,2021-10-26 08:23:28,0,,In-app
user-sccresa.ise-533,2021-10-26 09:02:44,8,,In-app
user-sccresa.ise-626,2021-10-26 07:33:52,8,,In-app
user-sccs.live-1223,2021-10-26 14:01:24,7,,In-app
user-sccs.live-6582,2021-10-26 10:01:18,10,,In-app
user-scusd.live-3798,2021-10-26 14:49:49,10,,In-app
user-scusd.live-4120,2021-10-26 10:34:52,2,,In-app
user-scusd.live-5193,2021-10-26 08:38:10,0,no idea what it is,In-app
user-scusd.live-7066,2021-10-26 19:00:35,6,,In-app
user-scusd.live-8446,2021-10-26 07:52:30,9,"Of all the products I have seen, it provides the best ability to integrate multiple data sources and have advanced features that can utilize SQL to be able to get the most from the data.",In-app
user-scusd.live-8803,2021-10-26 09:02:00,10,,In-app
user-sduhsd.live-1036,2021-10-26 11:44:34,10,,In-app
user-sdusd.live-12295,2021-10-26 09:46:26,10,,In-app
user-sdusd.live-21736,2021-10-26 10:45:52,7,,In-app
user-sdusd.live-3373,2021-10-26 10:20:29,3,Not always working or available. Data is hard to retrieve from previous years. ,In-app
user-sdusd.live-3666,2021-10-26 15:23:31,8,,In-app
user-sdusd.live-5996,2021-10-26 08:02:12,2,,In-app
user-sdusd.live-84901,2021-10-26 10:23:31,10,,In-app
user-sesd.live-543,2021-10-26 10:53:50,0,,In-app
user-sfusd.live-16623,2021-10-26 12:15:00,10,,In-app
user-sfusd.live-16820,2021-10-26 16:30:12,3,,In-app
user-sfusd.live-17515,2021-10-26 10:49:37,8,,In-app
user-sfusd.live-17522,2021-10-26 14:41:57,0,,In-app
user-sfusd.live-17932,2021-10-26 15:04:08,5,,In-app
user-sfusd.live-18030,2021-10-26 13:18:06,10,,In-app
user-sfusd.live-27239,2021-10-26 09:30:00,9,,In-app
user-sjcschools.live-1023,2021-10-26 06:11:11,10,,In-app
user-sjcschools.live-2350,2021-10-26 06:10:09,0,Don't use it.,In-app
user-sjcschools.live-2559,2021-10-26 08:08:45,5,,In-app
user-sjcschools.live-3188,2021-10-26 06:27:46,10,It is efficient and time saving.,In-app
user-slcschools.dna-1379,2021-10-26 08:29:13,8,,In-app
user-slcschools.dna-1671,2021-10-26 10:38:07,7,,In-app
user-slcschools.dna-1839,2021-10-26 12:56:48,8,,In-app
user-slcschools.dna-318,2021-10-26 09:57:54,5,,In-app
user-slcschools.dna-5021,2021-10-26 09:12:48,4,,In-app
user-slcschools.dna-511,2021-10-26 08:52:16,3,It is not as user friendly as it could be,In-app
user-slcschools.dna-5183,2021-10-26 18:42:09,0,Too many components. Needs to be streamlined and `easier accessibiility. ,In-app
user-slcschools.dna-752,2021-10-26 09:55:08,10,,In-app
user-slcusd.live-4028,2021-10-26 10:55:04,0,"Not user friendly
",In-app
user-slcusd.live-5508,2021-10-26 12:10:22,10,,In-app
user-slcusd.live-5771,2021-10-26 08:53:03,10,,In-app
user-smfcsd.live-3781,2021-10-26 18:12:24,0,Data should roll over from year to year. It is very frustrating we have to re-enter work from previous years into the system.,In-app
user-smmusd.isi-153092,2021-10-26 12:42:35,9,,In-app
user-smmusd.isi-42,2021-10-26 15:56:47,9,,In-app
user-smmusd.isi-80017,2021-10-26 15:55:27,10,,In-app
user-snowline.dna-60924,2021-10-26 08:39:05,8,,In-app
user-soledad.live-899,2021-10-26 13:12:20,10,,In-app
user-sonomavly.dna-1725,2021-10-26 09:39:24,5,Challenging to use,In-app
user-sonomavly.dna-515,2021-10-26 13:20:56,0,,In-app
user-southbay.live-1502,2021-10-26 18:51:24,3,Not user friendly.  ,In-app
user-southbay.live-1699,2021-10-26 08:46:58,0,,In-app
user-southbay.live-2484,2021-10-26 14:17:34,10,,In-app
user-southlyon.live-1078,2021-10-26 08:48:12,0,,In-app
user-southlyon.live-263,2021-10-26 06:10:47,10,,In-app
user-southlyon.live-270,2021-10-26 06:23:01,10,,In-app
user-srvusd.dna-16223,2021-10-26 11:35:54,9,,In-app
user-srvusd.dna-17873,2021-10-26 07:13:20,5,,In-app
user-ssusd.dna-1098,2021-10-26 08:16:07,2,Overly complicated.,In-app
user-ssusd.dna-1115,2021-10-26 07:51:27,10,,In-app
user-ssusd.dna-278,2021-10-26 12:54:09,0,,In-app
user-stockton.dna-1611,2021-10-26 15:35:56,7,,In-app
user-stockton.dna-1669,2021-10-26 09:46:12,8,,In-app
user-stockton.dna-182053,2021-10-26 09:29:03,10,,In-app
user-stockton.dna-182596,2021-10-26 14:06:50,0,Not user friendly,In-app
user-stockton.dna-183421,2021-10-26 14:44:50,3,,In-app
user-stockton.dna-183773,2021-10-26 13:41:26,10,,In-app
user-stockton.dna-184186,2021-10-26 14:22:29,1,The program is difficult to use. Does not meet my needs.,In-app
user-stockton.dna-184687,2021-10-26 10:48:24,3,"The reports are unclear
",In-app
user-stockton.dna-2861,2021-10-26 12:01:17,6,Often difficult to find and make assessments,In-app
user-stockton.dna-3306,2021-10-26 07:55:56,8,,In-app
user-stockton.dna-3590,2021-10-26 15:09:45,9,,In-app
user-stockton.dna-4366,2021-10-26 07:59:45,0,,In-app
user-stratk12.live-4296,2021-10-26 09:34:12,8,,In-app
user-suhsd.live-3332,2021-10-26 12:46:02,5,"Not enough training, not user friendly.",In-app
user-susd12.live-5381,2021-10-26 07:43:07,1,,In-app
user-sysd.live-1394,2021-10-26 08:24:27,10,"It is easy to navitage, full of resources, reports, and assessment tools that are teacher friendly and accessible.",In-app
user-templetonusd.dna-1307,2021-10-26 15:52:12,0,,In-app
user-templetonusd.dna-1315,2021-10-26 18:17:43,9,,In-app
user-tesd.live-2,2021-10-26 15:25:20,10,,In-app
user-thompsonschools.live-1267,2021-10-26 11:11:51,7,Its not the easiest program to navigate.,In-app
user-tiftschools.live-1004,2021-10-26 11:49:40,10,,In-app
user-tiftschools.live-1119,2021-10-26 07:04:40,0,,In-app
user-tiftschools.live-848,2021-10-26 12:57:40,0,"The program does not do what was advertised. Data from DNA is not dropping into EduClimber. Data that is dropping from DNA into EduClimber is not color-coded so it is not easy to analyze. I was under the impression that this program would be a one-stop-shop for all our data needs. What we have here is a one-stop flop. In my opinion, whoever took over this program is the new Elizabeth Holmes. You were just trying to fake until you make it. Now, you have sold us product that has made our lives more difficult, instead of easier.",In-app
user-tiftschools.live-892,2021-10-26 08:46:28,8,,In-app
user-tooeleschools.live-2053,2021-10-26 11:30:01,4,It rarely works for me.,In-app
user-tooeleschools.live-2627,2021-10-26 15:00:15,8,,In-app
user-tooeleschools.live-5834,2021-10-26 06:39:21,8,,In-app
user-tulare.live-512,2021-10-26 10:47:39,7,The flexible assessment is easy enough to use but to create an assessment from scratch/standards is not as user-friendly.,In-app
user-tuscola.ise-3396,2021-10-26 07:32:27,0,,In-app
user-tuscola.ise-3632,2021-10-26 09:32:40,10,,In-app
user-tustin.dna-10997,2021-10-26 09:25:28,9,,In-app
user-twinriversusd.live-1697,2021-10-26 08:34:29,10,,In-app
user-twinriversusd.live-1831,2021-10-26 08:28:04,9,,In-app
user-twinriversusd.live-2131,2021-10-26 15:57:13,0,,In-app
user-uncommonschoolsny.live-4882,2021-10-26 09:15:11,9,Illuminate works very well. Creating exams on Illuminate can be difficult to navigate. Thank you.,In-app
user-uncommonschoolsny.live-7943,2021-10-26 07:55:28,10,,In-app
user-upeducationnetwork.live-4116,2021-10-26 06:53:45,9,,In-app
user-valdostacity.live-15130,2021-10-26 07:28:27,10,,In-app
user-valdostacity.live-17899,2021-10-26 09:11:15,10,,In-app
user-valorcollegiate.live-671,2021-10-26 12:13:27,10,,In-app
user-valorcollegiate.live-731,2021-10-26 07:43:29,10,,In-app
user-valorcollegiate.live-808,2021-10-26 06:15:50,5,,In-app
user-vanburen.live-1898,2021-10-26 17:10:06,10,,In-app
user-vanburen.live-1901,2021-10-26 06:53:19,1,,In-app
user-vesd.isi-2722,2021-10-26 11:36:08,7,,In-app
user-vlcs.live-284,2021-10-26 08:37:57,4,,In-app
user-vusd.dna-4358,2021-10-26 21:49:43,10,,In-app
user-walledlake.live-263,2021-10-26 11:07:03,9,It is a good program. It would be a 10 if it could link with SkyWard,In-app
user-walledlake.live-31,2021-10-26 06:15:38,0,,In-app
user-walledlake.live-449,2021-10-26 14:30:45,9,For the most part easy to use but not able to use all of the parts due to no training.,In-app
user-walnutcreeksd.live-538,2021-10-26 15:38:08,0,,In-app
user-ware.live-708,2021-10-26 18:22:24,10,"Assessments are easy to build. Grouping is easy. Students in my class use their data and create differentiated study guides for future assessments. Because they can see the items they need to practice and the correct answer, they earn back half of their points for each sentence they write that follows the format.",In-app
user-warrencity.live-667,2021-10-26 08:37:48,0,,In-app
user-warrencity.live-696,2021-10-26 11:33:23,10,,In-app
user-washington.live-18,2021-10-26 08:32:11,9,,In-app
user-washington.live-677,2021-10-26 07:15:15,10,,In-app
user-washington.live-732,2021-10-26 19:56:54,9,,In-app
user-washington.live-83,2021-10-26 13:49:13,6,"1) You cannot monitor student's progress easily 
2) there aren't many anti-cheating methods",In-app
user-waynewestland.live-2243,2021-10-26 07:40:24,7,There are things that I feel are missing that would make it more accurate to use effectively.,In-app
user-waynewestland.live-2333,2021-10-26 13:22:56,10,,In-app
user-waynewestland.live-4456,2021-10-26 11:32:50,0,,In-app
user-waynewestland.live-4795,2021-10-26 06:29:54,0,,In-app
user-wayzata.live-1481,2021-10-26 12:47:51,5,,In-app
user-wayzata.live-2147,2021-10-26 11:10:42,9,,In-app
user-wayzata.live-452,2021-10-26 07:52:22,10,,In-app
user-wayzata.live-935,2021-10-26 07:23:39,10,,In-app
user-wblas.live-7,2021-10-26 14:59:37,3,It's been frustrating to use in terms of putting the square pegs of our data into the found holes of the Illuminate database. Customer service has been spotty. Never got a response on one ticket from the spring and another ticket got lost.,In-app
user-wenatchee.live-4838,2021-10-26 12:33:58,0,not user friendly.  difficult to create reports and navigate.,In-app
user-wentzville.live-11475,2021-10-26 07:41:56,10,,In-app
user-wentzville.live-12584,2021-10-26 09:10:17,1,It's overwhelming!!  I'm sure it does great things but little time to figure it out.,In-app
user-westottawa.live-952,2021-10-26 15:00:44,10,,In-app
user-whittiercity.live-1624,2021-10-26 14:23:58,9,,In-app
user-whittiercity.live-1642,2021-10-26 13:43:01,10,,In-app
user-williams.live-173,2021-10-26 17:19:14,9,,In-app
user-wjusd.dna-1246,2021-10-26 13:55:38,0,I only log on here to do work. I always feel cranky to have to use this site.,In-app
user-wjusd.dna-877,2021-10-26 13:17:38,7,,In-app
user-woodburysch.live-215,2021-10-26 12:29:08,8,,In-app
user-woodburysch.live-250,2021-10-26 12:55:06,5,,In-app
user-woodburysch.live-757,2021-10-26 12:25:19,0,,In-app
user-woodlake.dna-469,2021-10-26 09:08:09,10,,In-app
user-woodlake.dna-84,2021-10-26 07:23:38,10,,In-app
user-wps60.live-4587,2021-10-26 06:27:26,0,,In-app
user-wsd3.live-733,2021-10-26 16:43:57,7,,In-app
user-wuhsd.live-1289,2021-10-26 15:36:42,9,,In-app
user-wuhsd.live-1320,2021-10-26 12:09:49,1,"I like giving assessments with paper not online, sorry I am old school. I find the creation of different versions taxing and laborious. ",In-app
user-wvusd.live-5783,2021-10-26 08:02:55,8,,In-app
user-wyandotte.live-25,2021-10-26 07:18:30,9,"Love the stats the data produces, but it is very slow in searching for assessments.",In-app
user-ycs.live-1722,2021-10-26 06:40:46,0,"Not easy to navigate, difficult to find everything you need for an assessment, printing problems with assessments, can't select answers from the question because you have to look to the side at a bubble sheet.  It is just not a student friendly product, and confusing for teachers.",In-app
user-ycs.live-2058,2021-10-26 15:47:29,4,,In-app
user-ycschools.live-90,2021-10-26 11:49:36,0,,In-app
user-yelm.live-5737,2021-10-26 07:10:12,0,,In-app
user-youngstown.live-584,2021-10-26 07:23:52,10,,In-app
user-zpsd.live-220,2021-10-26 13:26:57,0,,In-app
user-achievementfirst.live-8236,2021-10-27 08:48:17,9,,In-app
user-achievementfirst.live-8534,2021-10-27 16:34:23,9,,In-app
user-achievementfirst.live-8717,2021-10-27 09:53:11,5,,In-app
user-aesd.live-1778,2021-10-27 13:22:20,0,,In-app
user-aesd.live-2227,2021-10-27 08:49:47,9,,In-app
user-aesd.live-2307,2021-10-27 13:07:10,9,,In-app
user-agora.live-1113,2021-10-27 12:39:48,2,,In-app
user-agora.live-1155,2021-10-27 12:24:38,1,,In-app
user-agora.live-3570,2021-10-27 11:20:00,3,,In-app
user-agora.live-3650,2021-10-27 02:22:12,3,,In-app
user-agora.live-933,2021-10-27 06:07:26,0,,In-app
user-ala.live-2563,2021-10-27 14:21:29,10,,In-app
user-ala.live-5722,2021-10-27 12:38:59,1,,In-app
user-alachua.live-53220,2021-10-27 10:14:50,5,,In-app
user-albanycommunitycs.live-380,2021-10-27 12:27:41,9,,In-app
user-albemarle.live-4392,2021-10-27 05:52:27,0,illuminate is so confusing and hard to navigate.  I hate using it,In-app
user-albemarle.live-4409,2021-10-27 08:49:25,4,,In-app
user-albemarle.live-4552,2021-10-27 12:23:28,2,It is very confusing to everyone. You can not find your information easily.  It always takes 47 steps.,In-app
user-albemarle.live-7520,2021-10-27 05:56:57,0,not intuative,In-app
user-alhambra.live-610,2021-10-27 08:49:05,3,"Confusing, with a ton of features I don't want, yet completely missing features that I really need.",In-app
user-alhambra.live-913,2021-10-27 16:01:15,8,Features and tools are great especially the reports tool. Need more guidance regarding how to score assessments but not have them automatically published and available for viewing by students.,In-app
user-alisal.live-1410,2021-10-27 09:49:28,10,,In-app
user-amaesd.ise-1985,2021-10-27 11:43:41,7,,In-app
user-amaesd.ise-1992,2021-10-27 07:37:29,9,,In-app
user-antioch.live-3645,2021-10-27 10:32:18,9,,In-app
user-apsb.live-1733,2021-10-27 13:31:31,8,,In-app
user-apsb.live-19,2021-10-27 10:13:34,7,,In-app
user-apsb.live-4321,2021-10-27 04:55:57,2,Illuminate is difficult for both teachers and students to use.,In-app
user-ascendlearning.live-4610,2021-10-27 11:35:27,10,,In-app
user-auroraps.live-4488,2021-10-27 16:41:36,8,multiple/flexible data points and accessibility,In-app
user-austintown.live-685,2021-10-27 05:02:55,2,"It's too difficult to share, edit, and find the assessments we use yearly.",In-app
user-azusa.live-694,2021-10-27 10:10:14,8,Good stuff,In-app
user-azusa.live-7,2021-10-27 11:32:29,6,,In-app
user-azusa.live-740,2021-10-27 10:13:13,10,,In-app
user-azusa.live-822,2021-10-27 08:38:51,2,It's a litlle confusing. It needs to have less steps to get to where going with a test.,In-app
user-bangorschools.live-9,2021-10-27 09:18:56,2,,In-app
user-bcsd.live-12161,2021-10-27 13:50:59,7,,In-app
user-bcsd.live-12336,2021-10-27 23:10:24,10,,In-app
user-belen.live-1902,2021-10-27 12:29:45,0,,In-app
user-berkley.live-159,2021-10-27 06:11:11,5,,In-app
user-berrienresa.ise-13660,2021-10-27 04:57:55,8,,In-app
user-berrienresa.ise-13991,2021-10-27 13:00:31,6,It is generally good but it is hard sometimes to enter names. I cannot type in a name it has to be in the system or it won't let me type it in. ,In-app
user-berrienresa.ise-14129,2021-10-27 05:04:46,4,,In-app
user-berrienresa.ise-15214,2021-10-27 07:18:15,3,The IRIP tile add on does not function properly. It has been incredibly cumbersome and teachers are boycotting for use of ease with a google sheet instead.,In-app
user-berrienresa.ise-19220,2021-10-27 05:24:07,8,,In-app
user-berrienresa.ise-19462,2021-10-27 11:49:13,7,,In-app
user-besd33.live-1070,2021-10-27 07:10:30,3,,In-app
user-besd33.live-386,2021-10-27 15:06:04,10,,In-app
user-birmingham.live-622,2021-10-27 09:41:07,0,,In-app
user-bloomfieldhills.live-2649,2021-10-27 08:47:11,1,It is very unorganized and hard to interact with,In-app
user-bonneville.live-6625,2021-10-27 13:43:30,8,,In-app
user-bonneville.live-8178,2021-10-27 14:36:33,2,,In-app
user-bousd.dna-545,2021-10-27 10:14:49,10,,In-app
user-brandon.live-73,2021-10-27 11:10:53,10,,In-app
user-brawleyhigh.live-179,2021-10-27 10:11:45,8,,In-app
user-brentwood.dna-2180,2021-10-27 08:32:13,10,,In-app
user-brighton.live-1651,2021-10-27 07:11:58,9,,In-app
user-brightonsd.live-2330,2021-10-27 08:48:52,9,,In-app
user-brightonsd.live-2357,2021-10-27 12:18:33,7,,In-app
user-brightonsd.live-2584,2021-10-27 06:50:12,5,I don't know.,In-app
user-bronxexcellence.live-613,2021-10-27 19:13:06,9,,In-app
user-bronxexcellence.live-878,2021-10-27 07:30:41,10,,In-app
user-bulloch.live-2694,2021-10-27 13:00:32,9,,In-app
user-bulloch.live-3458,2021-10-27 06:06:08,10,,In-app
user-bulloch.live-4596,2021-10-27 05:07:06,6,,In-app
user-burlingameschools.live-628,2021-10-27 13:10:41,10,,In-app
user-caddoschools.live-1628,2021-10-27 07:10:58,0,,In-app
user-caddoschools.live-1750,2021-10-27 09:26:17,3,not user friendly ,In-app
user-caddoschools.live-17761,2021-10-27 10:44:22,0,,In-app
user-caddoschools.live-2230,2021-10-27 12:14:24,9,"easy to use
",In-app
user-caddoschools.live-298,2021-10-27 06:15:33,8,,In-app
user-caddoschools.live-88,2021-10-27 10:21:41,5,Not always user friendly,In-app
user-carrollcountyschools.live-2716,2021-10-27 16:22:20,10,,In-app
user-carrollcountyschools.live-4845,2021-10-27 11:32:29,10,,In-app
user-ccboe.live-10150,2021-10-27 09:51:17,5,,In-app
user-ccboe.live-10482,2021-10-27 14:37:06,0,,In-app
user-ccboe.live-2320,2021-10-27 11:19:57,10,,In-app
user-ccboe.live-2850,2021-10-27 09:04:22,10,,In-app
user-ccboe.live-559,2021-10-27 06:58:09,10,,In-app
user-ccboe.live-606,2021-10-27 04:06:21,5,,In-app
user-ccresa.live-162,2021-10-27 05:27:12,0,,In-app
user-ccresa.live-55,2021-10-27 05:03:31,9,,In-app
user-ccresa.live-889,2021-10-27 05:18:39,0,,In-app
user-centinela.dna-20,2021-10-27 16:29:06,8,,In-app
user-centinela.dna-514,2021-10-27 08:53:45,0,,In-app
user-centralcss.live-2956,2021-10-27 06:59:17,10,"I've taught myself how to use Illuminate and I like it. Sometimes the teacher copies won't generate if the pictures/images are too big, but I still like Iluminate.
",In-app
user-cesd.live-741,2021-10-27 09:05:24,8,,In-app
user-charlotte.live-741,2021-10-27 09:21:10,0,,In-app
user-charlottesvilleschools.live-1523,2021-10-27 10:44:11,3,More effort to fill out forms then it should be. ,In-app
user-chehalisschools.live-8723,2021-10-27 14:06:58,2,,In-app
user-cherrycreekschools.live-59,2021-10-27 12:21:59,1,,In-app
user-chinovalley.dna-101627,2021-10-27 08:30:28,9,,In-app
user-chinovalley.dna-6017,2021-10-27 08:39:02,0,,In-app
user-chinovalley.dna-812,2021-10-27 10:01:56,4,,In-app
user-chuh.live-11654,2021-10-27 04:25:45,0,"Cluncky, not easy to make corrections to students responses when needed.",In-app
user-cisd.focus-46414,2021-10-27 06:22:50,0,"I don't use Illuminate for data, but Illuminate is cumbersome and slow to use for IEPs.",In-app
user-cisd.focus-50442,2021-10-27 05:06:43,9,,In-app
user-cisd.focus-50642,2021-10-27 04:43:18,10,,In-app
user-cisd.focus-53625,2021-10-27 05:18:38,8,I love the standards based item bank.,In-app
user-cisd.focus-8921,2021-10-27 19:44:21,8,,In-app
user-cisd.focus-9017,2021-10-27 10:59:00,8,,In-app
user-cisd.focus-9326,2021-10-27 05:08:40,8,It's a good source to access questions to use for instruction and assessments.,In-app
user-cjusd.live-4216,2021-10-27 07:15:34,0,,In-app
user-clarenceville.live-450,2021-10-27 06:04:05,9,,In-app
user-clarkston.live-288,2021-10-27 04:48:17,0,"It's time consuming to upload and find date, and not user friendly",In-app
user-clay.live-48,2021-10-27 18:25:15,7,,In-app
user-clay.live-8,2021-10-27 04:20:20,10,,In-app
user-clayton.live-10165,2021-10-27 10:49:00,5,,In-app
user-clayton.live-1041,2021-10-27 06:16:22,8,The test bank is limited.,In-app
user-clayton.live-1269,2021-10-27 06:04:40,9,,In-app
user-clayton.live-2190,2021-10-27 05:11:28,7,,In-app
user-clayton.live-2764,2021-10-27 02:47:29,8,,In-app
user-clayton.live-3225,2021-10-27 12:44:59,0,,In-app
user-clayton.live-4195,2021-10-27 07:44:53,7,,In-app
user-clayton.live-9633,2021-10-27 19:08:08,9,,In-app
user-cnusd.live-4315,2021-10-27 13:24:43,0,,In-app
user-cnusd.live-6507,2021-10-27 07:37:01,3,,In-app
user-coffee.live-3165,2021-10-27 05:42:28,10,,In-app
user-culvercity.live-827,2021-10-27 19:56:39,8,I think it works well,In-app
user-cusd.dna-573505470,2021-10-27 14:18:18,4,"Having to clear my browser every time I leave the camera scanning application is EXTREMELY annoying, and an impediment to effective and efficient use of your service.  Fixing this problem would make your service at least an 8.",In-app
user-cusd.dna-573506452,2021-10-27 13:15:56,1,,In-app
user-darnallcharter.live-11,2021-10-27 19:53:42,8,,In-app
user-dcboe.live-938,2021-10-27 09:17:48,0,,In-app
user-dcssga.live-1905,2021-10-27 09:19:13,9,Convenience.,In-app
user-dcssga.live-2682,2021-10-27 04:52:34,10,,In-app
user-dcssga.live-3100,2021-10-27 06:26:51,5,"I like the read aloud feature for my sped students but the platform is NOT user friendly, especially for test creation.",In-app
user-dcssga.live-3164,2021-10-27 07:44:28,8,It's good and it helps teacher create tests based on their students' needs.,In-app
user-dcssga.live-877,2021-10-27 11:40:45,9,,In-app
user-dearborn.live-7376,2021-10-27 14:55:40,10,,In-app
user-dekalb.live-18051,2021-10-27 11:16:54,6,,In-app
user-dekalb.live-18521,2021-10-27 06:56:07,8,,In-app
user-dekalb.live-22635,2021-10-27 07:50:55,4,illuminate is only somewhat user friendly,In-app
user-dekalb.live-25686,2021-10-27 05:55:02,7,,In-app
user-dekalb.live-26775,2021-10-27 05:01:21,10,,In-app
user-dekalb.live-28831,2021-10-27 07:37:13,9,,In-app
user-dekalb.live-29073,2021-10-27 09:47:22,0,,In-app
user-dekalb.live-29217,2021-10-27 07:05:07,8,,In-app
user-dekalb.live-29425,2021-10-27 11:18:59,10,Illuminate is very resourceful.,In-app
user-dekalb.live-30387,2021-10-27 10:58:24,0,,In-app
user-dekalb.live-30739,2021-10-27 11:29:07,3,,In-app
user-dekalb.live-31705,2021-10-27 06:55:21,10,Access to a plethora of standardized testing data. ,In-app
user-dekalb.live-34515,2021-10-27 05:20:17,0,,In-app
user-dekalb.live-37197,2021-10-27 09:58:00,10,Great Tool!,In-app
user-dekalb.live-42931,2021-10-27 06:16:36,10,,In-app
user-demingps.live-2007,2021-10-27 12:30:28,10,,In-app
user-dmusd.isi-1138892,2021-10-27 12:38:07,0,,In-app
user-downey.live-6567,2021-10-27 07:08:20,10,,In-app
user-downey.live-7404,2021-10-27 14:21:25,0,Can't make own questions easily,In-app
user-downey.live-8482,2021-10-27 09:10:04,8,,In-app
user-dpsk12.live-201475,2021-10-27 12:57:22,0,It is the most cumbersome and difficult to navigate piece of technology I use.  ,In-app
user-dpsk12.live-239784,2021-10-27 14:46:42,8,Very easy to use and find resources!!,In-app
user-dsisd.ise-434,2021-10-27 06:22:28,0,,In-app
user-dublinusd.live-1342,2021-10-27 08:05:55,10,,In-app
user-dublinusd.live-938,2021-10-27 10:35:38,0,it's too difficult to navigate,In-app
user-ebrschools.live-1213,2021-10-27 08:17:06,0,,In-app
user-ebrschools.live-12431,2021-10-27 19:32:45,1,,In-app
user-ebrschools.live-1586,2021-10-27 06:54:44,0,,In-app
user-ebrschools.live-2045,2021-10-27 12:19:46,2,,In-app
user-ebrschools.live-823,2021-10-27 10:42:13,8,,In-app
user-ebrschools.live-8659,2021-10-27 07:08:50,10,,In-app
user-echs.dna-489,2021-10-27 16:11:00,10,"Ease of grading, standards, UI",In-app
user-egusd.live-10059,2021-10-27 14:56:51,0,,In-app
user-egusd.live-10242,2021-10-27 16:57:35,2,too many glitches with assessments and not as user friendly as assessments on Wonders or Think Central,In-app
user-egusd.live-10414,2021-10-27 10:26:28,3,Difficult for students access due to the size and lay out of tests for second grade. The tests should be at the grade level not at above like the fluency seems to be. Not a good print out for individual taking along all test areas for one student. ,In-app
user-egusd.live-11237,2021-10-27 11:05:37,1,,In-app
user-egusd.live-11499,2021-10-27 13:43:27,0,Very clunkie navigation,In-app
